Name,ReferenceDate,DailyReturn
S&P 500 Total Return Index,4/1/92,0.1369
S&P 500 Total Return Index,4/2/92,-0.9185
S&P 500 Total Return Index,4/3/92,0.2695
S&P 500 Total Return Index,4/6/92,1.0492
S&P 500 Total Return Index,4/7/92,-1.8511
S&P 500 Total Return Index,4/8/92,-0.8953
S&P 500 Total Return Index,4/9/92,1.5662
S&P 500 Total Return Index,4/10/92,0.9196
S&P 500 Total Return Index,4/13/92,0.446
S&P 500 Total Return Index,4/14/92,1.5531
S&P 500 Total Return Index,4/15/92,0.9435
S&P 500 Total Return Index,4/16/92,-0.0518
S&P 500 Total Return Index,4/20/92,-1.4059
S&P 500 Total Return Index,4/21/92,0.0273
S&P 500 Total Return Index,4/22/92,-0.1093
S&P 500 Total Return Index,4/23/92,0.4378
S&P 500 Total Return Index,4/24/92,-0.6203
S&P 500 Total Return Index,4/27/92,-0.1223
S&P 500 Total Return Index,4/28/92,0.1795
S&P 500 Total Return Index,4/29/92,0.7103
S&P 500 Total Return Index,4/30/92,0.7136
S&P 500 Total Return Index,5/1/92,-0.5818
S&P 500 Total Return Index,5/4/92,1.1119
S&P 500 Total Return Index,5/5/92,-0.0021
S&P 500 Total Return Index,5/6/92,-0.0021
S&P 500 Total Return Index,5/7/92,-0.1447
S&P 500 Total Return Index,5/8/92,0.0518
S&P 500 Total Return Index,5/11/92,0.6311
S&P 500 Total Return Index,5/12/92,-0.5181
S&P 500 Total Return Index,5/13/92,0.0455
S&P 500 Total Return Index,5/14/92,-0.7871
S&P 500 Total Return Index,5/15/92,-0.6872
S&P 500 Total Return Index,5/18/92,0.7024
S&P 500 Total Return Index,5/19/92,0.8661
S&P 500 Total Return Index,5/20/92,-0.2291
S&P 500 Total Return Index,5/21/92,-0.6703
S&P 500 Total Return Index,5/22/92,0.3666
S&P 500 Total Return Index,5/26/92,-0.6039
S&P 500 Total Return Index,5/27/92,0.1879
S&P 500 Total Return Index,5/28/92,1.117
S&P 500 Total Return Index,5/29/92,-0.3318
S&P 500 Total Return Index,6/1/92,0.5045
S&P 500 Total Return Index,6/2/92,-0.8785
S&P 500 Total Return Index,6/3/92,0.2678
S&P 500 Total Return Index,6/4/92,-0.3105
S&P 500 Total Return Index,6/5/92,0.054
S&P 500 Total Return Index,6/8/92,-0.0166
S&P 500 Total Return Index,6/9/92,-0.7556
S&P 500 Total Return Index,6/10/92,-0.684
S&P 500 Total Return Index,6/11/92,0.4423
S&P 500 Total Return Index,6/12/92,0.1761
S&P 500 Total Return Index,6/15/92,0.134
S&P 500 Total Return Index,6/16/92,-0.4703
S&P 500 Total Return Index,6/17/92,-1.4848
S&P 500 Total Return Index,6/18/92,-0.3198
S&P 500 Total Return Index,6/19/92,0.6779
S&P 500 Total Return Index,6/22/92,-0.0659
S&P 500 Total Return Index,6/23/92,0.1594
S&P 500 Total Return Index,6/24/92,0.0021
S&P 500 Total Return Index,6/25/92,-0.174
S&P 500 Total Return Index,6/26/92,0.1084
S&P 500 Total Return Index,6/29/92,1.3676
S&P 500 Total Return Index,6/30/92,-0.1948
S&P 500 Total Return Index,7/1/92,1.1629
S&P 500 Total Return Index,7/2/92,-0.2677
S&P 500 Total Return Index,7/6/92,0.5534
S&P 500 Total Return Index,7/7/92,-1.1276
S&P 500 Total Return Index,7/8/92,0.2741
S&P 500 Total Return Index,7/9/92,0.9704
S&P 500 Total Return Index,7/10/92,0.0951
S&P 500 Total Return Index,7/13/92,0.0619
S&P 500 Total Return Index,7/14/92,0.6789
S&P 500 Total Return Index,7/15/92,-0.1394
S&P 500 Total Return Index,7/16/92,0.1149
S&P 500 Total Return Index,7/17/92,-0.4572
S&P 500 Total Return Index,7/20/92,-0.4408
S&P 500 Total Return Index,7/21/92,0.0041
S&P 500 Total Return Index,7/22/92,-0.6847
S&P 500 Total Return Index,7/23/92,0.2812
S&P 500 Total Return Index,7/24/92,-0.1163
S&P 500 Total Return Index,7/27/92,0.0062
S&P 500 Total Return Index,7/28/92,1.468
S&P 500 Total Return Index,7/29/92,1.1353
S&P 500 Total Return Index,7/30/92,0.4032
S&P 500 Total Return Index,7/31/92,0.0727
S&P 500 Total Return Index,8/3/92,0.238
S&P 500 Total Return Index,8/4/92,-0.1328
S&P 500 Total Return Index,8/5/92,-0.5097
S&P 500 Total Return Index,8/6/92,-0.3442
S&P 500 Total Return Index,8/7/92,-0.3637
S&P 500 Total Return Index,8/10/92,0.1733
S&P 500 Total Return Index,8/11/92,-0.1201
S&P 500 Total Return Index,8/12/92,-0.2609
S&P 500 Total Return Index,8/13/92,-0.0082
S&P 500 Total Return Index,8/14/92,0.5416
S&P 500 Total Return Index,8/17/92,0.2155
S&P 500 Total Return Index,8/18/92,0.1643
S&P 500 Total Return Index,8/19/92,-0.7472
S&P 500 Total Return Index,8/20/92,0.0245
S&P 500 Total Return Index,8/21/92,-0.8139
S&P 500 Total Return Index,8/24/92,-0.983
S&P 500 Total Return Index,8/25/92,0.2326
S&P 500 Total Return Index,8/26/92,0.4828
S&P 500 Total Return Index,8/27/92,0.0082
S&P 500 Total Return Index,8/28/92,0.3175
S&P 500 Total Return Index,8/31/92,-0.1644
S&P 500 Total Return Index,9/1/92,0.5168
S&P 500 Total Return Index,9/2/92,0.467
S&P 500 Total Return Index,9/3/92,0.0061
S&P 500 Total Return Index,9/4/92,-0.2059
S&P 500 Total Return Index,9/8/92,-0.6271
S&P 500 Total Return Index,9/9/92,0.5036
S&P 500 Total Return Index,9/10/92,0.8652
S&P 500 Total Return Index,9/11/92,-0.0872
S&P 500 Total Return Index,9/14/92,1.4004
S&P 500 Total Return Index,9/15/92,-1.283
S&P 500 Total Return Index,9/16/92,0.0365
S&P 500 Total Return Index,9/17/92,0.0061
S&P 500 Total Return Index,9/18/92,0.7134
S&P 500 Total Return Index,9/21/92,-0.167
S&P 500 Total Return Index,9/22/92,-1.1812
S&P 500 Total Return Index,9/23/92,0.0734
S&P 500 Total Return Index,9/24/92,0.2935
S&P 500 Total Return Index,9/25/92,-0.9796
S&P 500 Total Return Index,9/28/92,0.5665
S&P 500 Total Return Index,9/29/92,0.051
S&P 500 Total Return Index,9/30/92,0.2448
S&P 500 Total Return Index,10/1/92,-0.3602
S&P 500 Total Return Index,10/2/92,-1.3969
S&P 500 Total Return Index,10/5/92,-0.6566
S&P 500 Total Return Index,10/6/92,-0.0917
S&P 500 Total Return Index,10/7/92,-0.7199
S&P 500 Total Return Index,10/8/92,0.8744
S&P 500 Total Return Index,10/9/92,-1.246
S&P 500 Total Return Index,10/12/92,1.1879
S&P 500 Total Return Index,10/13/92,0.4567
S&P 500 Total Return Index,10/14/92,0.0187
S&P 500 Total Return Index,10/15/92,0.0643
S&P 500 Total Return Index,10/16/92,0.5206
S&P 500 Total Return Index,10/19/92,0.7985
S&P 500 Total Return Index,10/20/92,0.1249
S&P 500 Total Return Index,10/21/92,0.047
S&P 500 Total Return Index,10/22/92,-0.1859
S&P 500 Total Return Index,10/23/92,-0.1187
S&P 500 Total Return Index,10/26/92,0.9264
S&P 500 Total Return Index,10/27/92,0.0975
S&P 500 Total Return Index,10/28/92,0.3936
S&P 500 Total Return Index,10/29/92,0.1738
S&P 500 Total Return Index,10/30/92,-0.5165
S&P 500 Total Return Index,11/2/92,1.0038
S&P 500 Total Return Index,11/3/92,-0.6405
S&P 500 Total Return Index,11/4/92,-0.6446
S&P 500 Total Return Index,11/5/92,0.364
S&P 500 Total Return Index,11/6/92,-0.1378
S&P 500 Total Return Index,11/9/92,0.2516
S&P 500 Total Return Index,11/10/92,0.0121
S&P 500 Total Return Index,11/11/92,0.8561
S&P 500 Total Return Index,11/12/92,0.1666
S&P 500 Total Return Index,11/13/92,-0.0962
S&P 500 Total Return Index,11/16/92,-0.389
S&P 500 Total Return Index,11/17/92,-0.312
S&P 500 Total Return Index,11/18/92,0.8562
S&P 500 Total Return Index,11/19/92,0.1862
S&P 500 Total Return Index,11/20/92,0.7255
S&P 500 Total Return Index,11/23/92,-0.3452
S&P 500 Total Return Index,11/24/92,0.6152
S&P 500 Total Return Index,11/25/92,0.378
S&P 500 Total Return Index,11/27/92,0.2287
S&P 500 Total Return Index,11/30/92,0.295
S&P 500 Total Return Index,12/1/92,-0.0981
S&P 500 Total Return Index,12/2/92,-0.1943
S&P 500 Total Return Index,12/3/92,0.0118
S&P 500 Total Return Index,12/4/92,0.5074
S&P 500 Total Return Index,12/7/92,0.7651
S&P 500 Total Return Index,12/8/92,0.3903
S&P 500 Total Return Index,12/9/92,-0.2727
S&P 500 Total Return Index,12/10/92,-0.2308
S&P 500 Total Return Index,12/11/92,-0.2061
S&P 500 Total Return Index,12/14/92,-0.2007
S&P 500 Total Return Index,12/15/92,-0.0527
S&P 500 Total Return Index,12/16/92,-0.2422
S&P 500 Total Return Index,12/17/92,0.9123
S&P 500 Total Return Index,12/18/92,1.3445
S&P 500 Total Return Index,12/21/92,-0.1302
S&P 500 Total Return Index,12/22/92,-0.0882
S&P 500 Total Return Index,12/23/92,-0.2878
S&P 500 Total Return Index,12/24/92,0.2213
S&P 500 Total Return Index,12/28/92,-0.1344
S&P 500 Total Return Index,12/29/92,-0.2614
S&P 500 Total Return Index,12/30/92,0.1947
S&P 500 Total Return Index,12/31/92,-0.7041
S&P 500 Total Return Index,1/4/93,-0.0349
S&P 500 Total Return Index,1/5/93,-0.2209
S&P 500 Total Return Index,1/6/93,0.0427
S&P 500 Total Return Index,1/7/93,-0.8737
S&P 500 Total Return Index,1/8/93,-0.3878
S&P 500 Total Return Index,1/11/93,0.4522
S&P 500 Total Return Index,1/12/93,0.0215
S&P 500 Total Return Index,1/13/93,0.4697
S&P 500 Total Return Index,1/14/93,0.672
S&P 500 Total Return Index,1/15/93,0.2883
S&P 500 Total Return Index,1/18/93,-0.0714
S&P 500 Total Return Index,1/19/93,-0.388
S&P 500 Total Return Index,1/20/93,-0.4051
S&P 500 Total Return Index,1/21/93,0.4904
S&P 500 Total Return Index,1/22/93,0.1414
S&P 500 Total Return Index,1/25/93,0.9166
S&P 500 Total Return Index,1/26/93,-0.0019
S&P 500 Total Return Index,1/27/93,-0.4177
S&P 500 Total Return Index,1/28/93,0.1251
S&P 500 Total Return Index,1/29/93,0.0307
S&P 500 Total Return Index,2/1/93,0.8723
S&P 500 Total Return Index,2/2/93,0.0362
S&P 500 Total Return Index,2/3/93,1.0529
S&P 500 Total Return Index,2/4/93,0.5916
S&P 500 Total Return Index,2/5/93,-0.1311
S&P 500 Total Return Index,2/8/93,-0.1988
S&P 500 Total Return Index,2/9/93,-0.5393
S&P 500 Total Return Index,2/10/93,0.2078
S&P 500 Total Return Index,2/11/93,0.3224
S&P 500 Total Return Index,2/12/93,-0.6672
S&P 500 Total Return Index,2/16/93,-2.384
S&P 500 Total Return Index,2/17/93,-0.1357
S&P 500 Total Return Index,2/18/93,-0.3164
S&P 500 Total Return Index,2/19/93,0.5413
S&P 500 Total Return Index,2/22/93,0.2576
S&P 500 Total Return Index,2/23/93,-0.0773
S&P 500 Total Return Index,2/24/93,1.4034
S&P 500 Total Return Index,2/25/93,0.3355
S&P 500 Total Return Index,2/26/93,0.2413
S&P 500 Total Return Index,3/1/93,-0.2881
S&P 500 Total Return Index,3/2/93,1.3572
S&P 500 Total Return Index,3/3/93,0.3263
S&P 500 Total Return Index,3/4/93,-0.4169
S&P 500 Total Return Index,3/5/93,-0.2534
S&P 500 Total Return Index,3/8/93,1.9384
S&P 500 Total Return Index,3/9/93,-0.0443
S&P 500 Total Return Index,3/10/93,0.4248
S&P 500 Total Return Index,3/11/93,-0.5683
S&P 500 Total Return Index,3/12/93,-0.8545
S&P 500 Total Return Index,3/15/93,0.3601
S&P 500 Total Return Index,3/16/93,-0.0056
S&P 500 Total Return Index,3/17/93,-0.673
S&P 500 Total Return Index,3/18/93,0.7992
S&P 500 Total Return Index,3/19/93,-0.3788
S&P 500 Total Return Index,3/22/93,-0.287
S&P 500 Total Return Index,3/23/93,-0.0262
S&P 500 Total Return Index,3/24/93,-0.1533
S&P 500 Total Return Index,3/25/93,0.6722
S&P 500 Total Return Index,3/26/93,-0.6864
S&P 500 Total Return Index,3/29/93,0.6855
S&P 500 Total Return Index,3/30/93,0.2734
S&P 500 Total Return Index,3/31/93,-0.0631
S&P 500 Total Return Index,4/1/93,-0.3026
S&P 500 Total Return Index,4/2/93,-1.9326
S&P 500 Total Return Index,4/5/93,0.2164
S&P 500 Total Return Index,4/6/93,-0.2558
S&P 500 Total Return Index,4/7/93,0.3552
S&P 500 Total Return Index,4/8/93,-0.193
S&P 500 Total Return Index,4/12/93,1.4791
S&P 500 Total Return Index,4/13/93,0.1906
S&P 500 Total Return Index,4/14/93,-0.125
S&P 500 Total Return Index,4/15/93,-0.0504
S&P 500 Total Return Index,4/16/93,0.1214
S&P 500 Total Return Index,4/19/93,-0.321
S&P 500 Total Return Index,4/20/93,-0.5242
S&P 500 Total Return Index,4/21/93,-0.3312
S&P 500 Total Return Index,4/22/93,-0.895
S&P 500 Total Return Index,4/23/93,-0.5983
S&P 500 Total Return Index,4/26/93,-0.7744
S&P 500 Total Return Index,4/27/93,1.045
S&P 500 Total Return Index,4/28/93,0.0019
S&P 500 Total Return Index,4/29/93,0.1988
S&P 500 Total Return Index,4/30/93,0.2976
S&P 500 Total Return Index,5/3/93,0.5421
S&P 500 Total Return Index,5/4/93,0.386
S&P 500 Total Return Index,5/5/93,0.1244
S&P 500 Total Return Index,5/6/93,-0.2579
S&P 500 Total Return Index,5/7/93,-0.1698
S&P 500 Total Return Index,5/10/93,0.1664
S&P 500 Total Return Index,5/11/93,0.3586
S&P 500 Total Return Index,5/12/93,0.1034
S&P 500 Total Return Index,5/13/93,-1.2455
S&P 500 Total Return Index,5/14/93,0.1313
S&P 500 Total Return Index,5/17/93,0.209
S&P 500 Total Return Index,5/18/93,0.0038
S&P 500 Total Return Index,5/19/93,1.6512
S&P 500 Total Return Index,5/20/93,0.6789
S&P 500 Total Return Index,5/21/93,-1.0522
S&P 500 Total Return Index,5/24/93,0.5073
S&P 500 Total Return Index,5/25/93,0.2142
S&P 500 Total Return Index,5/26/93,1.026
S&P 500 Total Return Index,5/27/93,-0.2245
S&P 500 Total Return Index,5/28/93,-0.472
S&P 500 Total Return Index,6/1/93,0.8226
S&P 500 Total Return Index,6/2/93,0.0386
S&P 500 Total Return Index,6/3/93,-0.2921
S&P 500 Total Return Index,6/4/93,-0.5324
S&P 500 Total Return Index,6/7/93,-0.5149
S&P 500 Total Return Index,6/8/93,-0.659
S&P 500 Total Return Index,6/9/93,0.2811
S&P 500 Total Return Index,6/10/93,-0.086
S&P 500 Total Return Index,6/11/93,0.4246
S&P 500 Total Return Index,6/14/93,0.1062
S&P 500 Total Return Index,6/15/93,-0.3163
S&P 500 Total Return Index,6/16/93,0.2632
S&P 500 Total Return Index,6/17/93,0.2513
S&P 500 Total Return Index,6/18/93,-1.0825
S&P 500 Total Return Index,6/21/93,0.5744
S&P 500 Total Return Index,6/22/93,-0.0653
S&P 500 Total Return Index,6/23/93,-0.6145
S&P 500 Total Return Index,6/24/93,0.8212
S&P 500 Total Return Index,6/25/93,0.2218
S&P 500 Total Return Index,6/28/93,0.9671
S&P 500 Total Return Index,6/29/93,-0.2523
S&P 500 Total Return Index,6/30/93,-0.0351
S&P 500 Total Return Index,7/1/93,-0.3288
S&P 500 Total Return Index,7/2/93,-0.6579
S&P 500 Total Return Index,7/6/93,-0.9832
S&P 500 Total Return Index,7/7/93,0.3184
S&P 500 Total Return Index,7/8/93,1.311
S&P 500 Total Return Index,7/9/93,-0.1057
S&P 500 Total Return Index,7/12/93,0.1912
S&P 500 Total Return Index,7/13/93,-0.1982
S&P 500 Total Return Index,7/14/93,0.4473
S&P 500 Total Return Index,7/15/93,-0.1848
S&P 500 Total Return Index,7/16/93,-0.7719
S&P 500 Total Return Index,7/19/93,0.0728
S&P 500 Total Return Index,7/20/93,0.2908
S&P 500 Total Return Index,7/21/93,-0.0279
S&P 500 Total Return Index,7/22/93,-0.5968
S&P 500 Total Return Index,7/23/93,0.5817
S&P 500 Total Return Index,7/26/93,0.4612
S&P 500 Total Return Index,7/27/93,-0.1722
S&P 500 Total Return Index,7/28/93,-0.2336
S&P 500 Total Return Index,7/29/93,0.6821
S&P 500 Total Return Index,7/30/93,-0.4689
S&P 500 Total Return Index,8/2/93,0.4804
S&P 500 Total Return Index,8/3/93,-0.1587
S&P 500 Total Return Index,8/4/93,-0.1535
S&P 500 Total Return Index,8/5/93,-0.0759
S&P 500 Total Return Index,8/6/93,0.1279
S&P 500 Total Return Index,8/9/93,0.5311
S&P 500 Total Return Index,8/10/93,-0.2743
S&P 500 Total Return Index,8/11/93,0.2307
S&P 500 Total Return Index,8/12/93,-0.3278
S&P 500 Total Return Index,8/13/93,0.2716
S&P 500 Total Return Index,8/16/93,0.5233
S&P 500 Total Return Index,8/17/93,0.1833
S&P 500 Total Return Index,8/18/93,0.6423
S&P 500 Total Return Index,8/19/93,0.0945
S&P 500 Total Return Index,8/20/93,-0.0581
S&P 500 Total Return Index,8/23/93,-0.1927
S&P 500 Total Return Index,8/24/93,1.0015
S&P 500 Total Return Index,8/25/93,0.0901
S&P 500 Total Return Index,8/26/93,0.2216
S&P 500 Total Return Index,8/27/93,-0.1078
S&P 500 Total Return Index,8/30/93,0.3149
S&P 500 Total Return Index,8/31/93,0.3749
S&P 500 Total Return Index,9/1/93,-0.0751
S&P 500 Total Return Index,9/2/93,-0.3881
S&P 500 Total Return Index,9/3/93,0.0251
S&P 500 Total Return Index,9/7/93,-0.6084
S&P 500 Total Return Index,9/8/93,-0.4045
S&P 500 Total Return Index,9/9/93,0.2266
S&P 500 Total Return Index,9/10/93,0.9244
S&P 500 Total Return Index,9/13/93,0.1111
S&P 500 Total Return Index,9/14/93,-0.4619
S&P 500 Total Return Index,9/15/93,0.3759
S&P 500 Total Return Index,9/16/93,-0.4677
S&P 500 Total Return Index,9/17/93,-0.1296
S&P 500 Total Return Index,9/20/93,-0.804
S&P 500 Total Return Index,9/21/93,-0.4616
S&P 500 Total Return Index,9/22/93,0.7194
S&P 500 Total Return Index,9/23/93,0.3372
S&P 500 Total Return Index,9/24/93,0.0199
S&P 500 Total Return Index,9/27/93,0.9248
S&P 500 Total Return Index,9/28/93,-0.0573
S&P 500 Total Return Index,9/29/93,-0.3009
S&P 500 Total Return Index,9/30/93,-0.2515
S&P 500 Total Return Index,10/1/93,0.524
S&P 500 Total Return Index,10/4/93,0.0519
S&P 500 Total Return Index,10/5/93,-0.0251
S&P 500 Total Return Index,10/6/93,-0.0985
S&P 500 Total Return Index,10/7/93,-0.3352
S&P 500 Total Return Index,10/8/93,0.2554
S&P 500 Total Return Index,10/11/93,0.1238
S&P 500 Total Return Index,10/12/93,0.052
S&P 500 Total Return Index,10/13/93,0.0806
S&P 500 Total Return Index,10/14/93,1.1667
S&P 500 Total Return Index,10/15/93,0.5713
S&P 500 Total Return Index,10/18/93,-0.2128
S&P 500 Total Return Index,10/19/93,-0.4741
S&P 500 Total Return Index,10/20/93,-0.0301
S&P 500 Total Return Index,10/21/93,-0.1523
S&P 500 Total Return Index,10/22/93,-0.4506
S&P 500 Total Return Index,10/25/93,0.2174
S&P 500 Total Return Index,10/26/93,0.0373
S&P 500 Total Return Index,10/27/93,0.0676
S&P 500 Total Return Index,10/28/93,0.6715
S&P 500 Total Return Index,10/29/93,0.0229
S&P 500 Total Return Index,11/1/93,0.2946
S&P 500 Total Return Index,11/2/93,-0.1108
S&P 500 Total Return Index,11/3/93,-1.1499
S&P 500 Total Return Index,11/4/93,-1.1597
S&P 500 Total Return Index,11/5/93,0.5137
S&P 500 Total Return Index,11/8/93,0.1596
S&P 500 Total Return Index,11/9/93,0.0358
S&P 500 Total Return Index,11/10/93,0.7409
S&P 500 Total Return Index,11/11/93,-0.2327
S&P 500 Total Return Index,11/12/93,0.5965
S&P 500 Total Return Index,11/15/93,-0.3239
S&P 500 Total Return Index,11/16/93,0.6606
S&P 500 Total Return Index,11/17/93,-0.4058
S&P 500 Total Return Index,11/18/93,-0.2533
S&P 500 Total Return Index,11/19/93,-0.2078
S&P 500 Total Return Index,11/22/93,-0.7456
S&P 500 Total Return Index,11/23/93,0.4267
S&P 500 Total Return Index,11/24/93,0.3249
S&P 500 Total Return Index,11/26/93,0.153
S&P 500 Total Return Index,11/29/93,-0.2328
S&P 500 Total Return Index,11/30/93,-0.0142
S&P 500 Total Return Index,12/1/93,0.0303
S&P 500 Total Return Index,12/2/93,0.2849
S&P 500 Total Return Index,12/3/93,0.3835
S&P 500 Total Return Index,12/6/93,0.3485
S&P 500 Total Return Index,12/7/93,0.0776
S&P 500 Total Return Index,12/8/93,-0.1004
S&P 500 Total Return Index,12/9/93,-0.4179
S&P 500 Total Return Index,12/10/93,-0.0496
S&P 500 Total Return Index,12/13/93,0.3862
S&P 500 Total Return Index,12/14/93,-0.5611
S&P 500 Total Return Index,12/15/93,-0.2591
S&P 500 Total Return Index,12/16/93,0.3274
S&P 500 Total Return Index,12/17/93,0.6579
S&P 500 Total Return Index,12/20/93,-0.111
S&P 500 Total Return Index,12/21/93,-0.1164
S&P 500 Total Return Index,12/22/93,0.4344
S&P 500 Total Return Index,12/23/93,0.0141
S&P 500 Total Return Index,12/27/93,0.7436
S&P 500 Total Return Index,12/28/93,0.0872
S&P 500 Total Return Index,12/29/93,-0.0732
S&P 500 Total Return Index,12/30/93,-0.4082
S&P 500 Total Return Index,12/31/93,-0.4625
S&P 500 Total Return Index,1/3/94,-0.1954
S&P 500 Total Return Index,1/4/94,0.3492
S&P 500 Total Return Index,1/5/94,0.1459
S&P 500 Total Return Index,1/6/94,-0.093
S&P 500 Total Return Index,1/7/94,0.5954
S&P 500 Total Return Index,1/10/94,1.1541
S&P 500 Total Return Index,1/11/94,-0.2399
S&P 500 Total Return Index,1/12/94,0.0087
S&P 500 Total Return Index,1/13/94,-0.3495
S&P 500 Total Return Index,1/14/94,0.526
S&P 500 Total Return Index,1/17/94,-0.3402
S&P 500 Total Return Index,1/18/94,0.2027
S&P 500 Total Return Index,1/19/94,0.0121
S&P 500 Total Return Index,1/20/94,0.1435
S&P 500 Total Return Index,1/21/94,-0.0553
S&P 500 Total Return Index,1/24/94,-0.5667
S&P 500 Total Return Index,1/25/94,-0.212
S&P 500 Total Return Index,1/26/94,0.4875
S&P 500 Total Return Index,1/27/94,0.8144
S&P 500 Total Return Index,1/28/94,0.3489
S&P 500 Total Return Index,1/31/94,0.6286
S&P 500 Total Return Index,2/1/94,-0.383
S&P 500 Total Return Index,2/2/94,0.4989
S&P 500 Total Return Index,2/3/94,-0.255
S&P 500 Total Return Index,2/4/94,-2.2175
S&P 500 Total Return Index,2/7/94,0.4393
