Name,ReferenceDate,DailyReturn,Add1InPercentSpace,Total Return
S&P 500 Total Return Index,12/1/04,1.5267,1.015267,365.6938%
S&P 500 Total Return Index,12/2/04,-0.0866,0.999134,365.2905%
S&P 500 Total Return Index,12/3/04,0.0714,1.000714,365.6227%
S&P 500 Total Return Index,12/6/04,-0.0736,0.999264,365.2800%
S&P 500 Total Return Index,12/7/04,-1.104,0.98896,360.1433%
S&P 500 Total Return Index,12/8/04,0.5104,1.005104,362.4919%
S&P 500 Total Return Index,12/9/04,0.5471,1.005471,365.0222%
S&P 500 Total Return Index,12/10/04,-0.1043,0.998957,364.5371%
S&P 500 Total Return Index,12/13/04,0.9095,1.009095,368.7621%
S&P 500 Total Return Index,12/14/04,0.3919,1.003919,370.5992%
S&P 500 Total Return Index,12/15/04,0.2033,1.002033,371.5559%
S&P 500 Total Return Index,12/16/04,-0.2029,0.997971,370.5991%
S&P 500 Total Return Index,12/17/04,-0.746,0.99254,367.0885%
S&P 500 Total Return Index,12/20/04,0.0384,1.000384,367.2678%
S&P 500 Total Return Index,12/21/04,0.9059,1.009059,371.5008%
S&P 500 Total Return Index,12/22/04,0.3762,1.003762,373.2746%
S&P 500 Total Return Index,12/23/04,0.0462,1.000462,373.4932%
S&P 500 Total Return Index,12/27/04,-0.4303,0.995697,371.4558%
S&P 500 Total Return Index,12/28/04,0.7167,1.007167,374.8347%
S&P 500 Total Return Index,12/29/04,0.0072,1.000072,374.8689%
S&P 500 Total Return Index,12/30/04,0.015,1.00015,374.9401%
S&P 500 Total Return Index,12/31/04,-0.1349,0.998651,374.2994%
S&P 500 Total Return Index,1/3/05,-0.8108,0.991892,370.4538%
S&P 500 Total Return Index,1/4/05,-1.1574,0.988426,365.0088%
S&P 500 Total Return Index,1/5/05,-0.3531,0.996469,363.3668%
S&P 500 Total Return Index,1/6/05,0.3731,1.003731,365.0957%
S&P 500 Total Return Index,1/7/05,-0.1422,0.998578,364.4343%
S&P 500 Total Return Index,1/10/05,0.3433,1.003433,366.0287%
S&P 500 Total Return Index,1/11/05,-0.6029,0.993971,363.2190%
S&P 500 Total Return Index,1/12/05,0.4102,1.004102,365.1191%
S&P 500 Total Return Index,1/13/05,-0.8636,0.991364,361.1024%
S&P 500 Total Return Index,1/14/05,0.6002,1.006002,363.8699%
S&P 500 Total Return Index,1/18/05,0.9693,1.009693,368.3662%
S&P 500 Total Return Index,1/19/05,-0.9431,0.990569,363.9490%
S&P 500 Total Return Index,1/20/05,-0.7766,0.992234,360.3460%
S&P 500 Total Return Index,1/21/05,-0.6401,0.993599,357.3993%
S&P 500 Total Return Index,1/24/05,-0.3515,0.996485,355.7916%
S&P 500 Total Return Index,1/25/05,0.4002,1.004002,357.6157%
S&P 500 Total Return Index,1/26/05,0.4878,1.004878,359.8479%
S&P 500 Total Return Index,1/27/05,0.0493,1.000493,360.0746%
S&P 500 Total Return Index,1/28/05,-0.2647,0.997353,358.8568%
S&P 500 Total Return Index,1/31/05,0.8455,1.008455,362.7364%
S&P 500 Total Return Index,2/1/05,0.6898,1.006898,365.9284%
S&P 500 Total Return Index,2/2/05,0.3304,1.003304,367.4678%
S&P 500 Total Return Index,2/3/05,-0.2464,0.997536,366.3160%
S&P 500 Total Return Index,2/4/05,1.1055,1.011055,371.4711%
S&P 500 Total Return Index,2/7/05,-0.1062,0.998938,370.9704%
S&P 500 Total Return Index,2/8/05,0.0694,1.000694,371.2972%
S&P 500 Total Return Index,2/9/05,-0.8321,0.991679,367.3756%
S&P 500 Total Return Index,2/10/05,0.4241,1.004241,369.3577%
S&P 500 Total Return Index,2/11/05,0.7154,1.007154,372.7155%
S&P 500 Total Return Index,2/14/05,0.0803,1.000803,373.0951%
S&P 500 Total Return Index,2/15/05,0.3387,1.003387,374.6975%
S&P 500 Total Return Index,2/16/05,0.0294,1.000294,374.8370%
S&P 500 Total Return Index,2/17/05,-0.7871,0.992129,371.0996%
S&P 500 Total Return Index,2/18/05,0.0694,1.000694,371.4265%
S&P 500 Total Return Index,2/22/05,-1.4475,0.985525,364.6026%
S&P 500 Total Return Index,2/23/05,0.5673,1.005673,367.2383%
S&P 500 Total Return Index,2/24/05,0.8224,1.008224,371.0809%
S&P 500 Total Return Index,2/25/05,0.9416,1.009416,375.5166%
S&P 500 Total Return Index,2/28/05,-0.6396,0.993604,372.4752%
S&P 500 Total Return Index,3/1/05,0.5668,1.005668,375.1532%
S&P 500 Total Return Index,3/2/05,0.0072,1.000072,375.1874%
S&P 500 Total Return Index,3/3/05,0.0327,1.000327,375.3428%
S&P 500 Total Return Index,3/4/05,0.9631,1.009631,379.9208%
S&P 500 Total Return Index,3/7/05,0.2647,1.002647,381.1911%
S&P 500 Total Return Index,3/8/05,-0.47,0.9953,378.9295%
S&P 500 Total Return Index,3/9/05,-1.0087,0.989913,374.0986%
S&P 500 Total Return Index,3/10/05,0.1896,1.001896,374.9975%
S&P 500 Total Return Index,3/11/05,-0.7319,0.992681,371.5210%
S&P 500 Total Return Index,3/14/05,0.5662,1.005662,374.1907%
S&P 500 Total Return Index,3/15/05,-0.752,0.99248,370.6248%
S&P 500 Total Return Index,3/16/05,-0.7986,0.992014,366.8664%
S&P 500 Total Return Index,3/17/05,0.1807,1.001807,367.7100%
S&P 500 Total Return Index,3/18/05,-0.0468,0.999532,367.4911%
S&P 500 Total Return Index,3/21/05,-0.4927,0.995073,365.1878%
S&P 500 Total Return Index,3/22/05,-1.017,0.98983,360.4568%
S&P 500 Total Return Index,3/23/05,0.0716,1.000716,360.7865%
S&P 500 Total Return Index,3/24/05,-0.095,0.99905,360.3488%
S&P 500 Total Return Index,3/28/05,0.2445,1.002445,361.4743%
S&P 500 Total Return Index,3/29/05,-0.7396,0.992604,358.0613%
S&P 500 Total Return Index,3/30/05,1.3896,1.013896,364.4265%
S&P 500 Total Return Index,3/31/05,-0.0681,0.999319,364.1102%
S&P 500 Total Return Index,4/1/05,-0.6497,0.993503,361.0949%
S&P 500 Total Return Index,4/4/05,0.2847,1.002847,362.4076%
S&P 500 Total Return Index,4/5/05,0.4497,1.004497,364.4871%
S&P 500 Total Return Index,4/6/05,0.248,1.00248,365.6390%
S&P 500 Total Return Index,4/7/05,0.6034,1.006034,368.4487%
S&P 500 Total Return Index,4/8/05,-0.8344,0.991656,364.5399%
S&P 500 Total Return Index,4/11/05,0.0023,1.000023,364.5506%
S&P 500 Total Return Index,4/12/05,0.5605,1.005605,367.1544%
S&P 500 Total Return Index,4/13/05,-1.1662,0.988338,361.7065%
S&P 500 Total Return Index,4/14/05,-1.0001,0.989999,357.0890%
S&P 500 Total Return Index,4/15/05,-1.6716,0.983284,349.4483%
S&P 500 Total Return Index,4/18/05,0.2938,1.002938,350.7687%
S&P 500 Total Return Index,4/19/05,0.5941,1.005941,353.4467%
S&P 500 Total Return Index,4/20/05,-1.3189,0.986811,347.4662%
S&P 500 Total Return Index,4/21/05,1.975,1.01975,356.3037%
S&P 500 Total Return Index,4/22/05,-0.6706,0.993294,353.2437%
S&P 500 Total Return Index,4/25/05,0.8665,1.008665,357.1711%
S&P 500 Total Return Index,4/26/05,-0.8919,0.991081,353.0936%
S&P 500 Total Return Index,4/27/05,0.4142,1.004142,354.9703%
S&P 500 Total Return Index,4/28/05,-1.1053,0.988947,349.9415%
S&P 500 Total Return Index,4/29/05,1.1926,1.011926,355.3075%
S&P 500 Total Return Index,5/2/05,0.4596,1.004596,357.4001%
S&P 500 Total Return Index,5/3/05,-0.0853,0.999147,357.0099%
S&P 500 Total Return Index,5/4/05,1.267,1.01267,362.8002%
S&P 500 Total Return Index,5/5/05,-0.2534,0.997466,361.6275%
S&P 500 Total Return Index,5/6/05,-0.1039,0.998961,361.1479%
S&P 500 Total Return Index,5/9/05,0.6413,1.006413,364.1052%
S&P 500 Total Return Index,5/10/05,-1.0682,0.989318,359.1477%
S&P 500 Total Return Index,5/11/05,0.4707,1.004707,361.3089%
S&P 500 Total Return Index,5/12/05,-0.9924,0.990076,356.7308%
S&P 500 Total Return Index,5/13/05,-0.4467,0.995533,354.6906%
S&P 500 Total Return Index,5/16/05,1.0196,1.010196,359.3266%
S&P 500 Total Return Index,5/17/05,0.7092,1.007092,362.5842%
S&P 500 Total Return Index,5/18/05,1.0205,1.010205,367.3049%
S&P 500 Total Return Index,5/19/05,0.4664,1.004664,369.4844%
S&P 500 Total Return Index,5/20/05,-0.151,0.99849,368.7754%
S&P 500 Total Return Index,5/23/05,0.3863,1.003863,370.5863%
S&P 500 Total Return Index,5/24/05,0.019,1.00019,370.6757%
S&P 500 Total Return Index,5/25/05,-0.3354,0.996646,369.0971%
S&P 500 Total Return Index,5/26/05,0.6518,1.006518,372.1547%
S&P 500 Total Return Index,5/27/05,0.1077,1.001077,372.6632%
S&P 500 Total Return Index,5/31/05,-0.6067,0.993933,369.7955%
S&P 500 Total Return Index,6/1/05,0.9363,1.009363,374.1942%
S&P 500 Total Return Index,6/2/05,0.169,1.00169,374.9956%
S&P 500 Total Return Index,6/3/05,-0.6858,0.993142,371.7381%
S&P 500 Total Return Index,6/6/05,0.1291,1.001291,372.3471%
S&P 500 Total Return Index,6/7/05,-0.0139,0.999861,372.2814%
S&P 500 Total Return Index,6/8/05,-0.2003,0.997997,371.3355%
S&P 500 Total Return Index,6/9/05,0.5268,1.005268,373.8185%
S&P 500 Total Return Index,6/10/05,-0.2342,0.997658,372.7088%
S&P 500 Total Return Index,6/13/05,0.2543,1.002543,373.9109%
S&P 500 Total Return Index,6/14/05,0.2592,1.002592,375.1393%
S&P 500 Total Return Index,6/15/05,0.2247,1.002247,376.2069%
S&P 500 Total Return Index,6/16/05,0.3636,1.003636,377.9384%
S&P 500 Total Return Index,6/17/05,0.4963,1.004963,380.3104%
S&P 500 Total Return Index,6/20/05,-0.0708,0.999292,379.9703%
S&P 500 Total Return Index,6/21/05,-0.2032,0.997968,378.9950%
S&P 500 Total Return Index,6/22/05,0.0242,1.000242,379.1109%
S&P 500 Total Return Index,6/23/05,-1.0623,0.989377,374.0214%
S&P 500 Total Return Index,6/24/05,-0.7629,0.992371,370.4050%
S&P 500 Total Return Index,6/27/05,-0.074,0.99926,370.0569%
S&P 500 Total Return Index,6/28/05,0.9319,1.009319,374.4374%
S&P 500 Total Return Index,6/29/05,-0.13,0.9987,373.8206%
S&P 500 Total Return Index,6/30/05,-0.7087,0.992913,370.4627%
S&P 500 Total Return Index,7/1/05,0.2723,1.002723,371.7437%
S&P 500 Total Return Index,7/5/05,0.8844,1.008844,375.9158%
S&P 500 Total Return Index,7/6/05,-0.8102,0.991898,372.0600%
S&P 500 Total Return Index,7/7/05,0.2512,1.002512,373.2458%
S&P 500 Total Return Index,7/8/05,1.1679,1.011679,378.7728%
S&P 500 Total Return Index,7/11/05,0.627,1.00627,381.7747%
S&P 500 Total Return Index,7/12/05,0.232,1.00232,382.8924%
S&P 500 Total Return Index,7/13/05,0.0999,1.000999,383.3749%
S&P 500 Total Return Index,7/14/05,0.2628,1.002628,384.6452%
S&P 500 Total Return Index,7/15/05,0.1158,1.001158,385.2064%
S&P 500 Total Return Index,7/18/05,-0.553,0.99447,382.5232%
S&P 500 Total Return Index,7/19/05,0.6729,1.006729,385.7701%
S&P 500 Total Return Index,7/20/05,0.4856,1.004856,388.1290%
S&P 500 Total Return Index,7/21/05,-0.6598,0.993402,384.9083%
S&P 500 Total Return Index,7/22/05,0.5441,1.005441,387.5467%
S&P 500 Total Return Index,7/25/05,-0.3763,0.996237,385.7121%
S&P 500 Total Return Index,7/26/05,0.1731,1.001731,386.5528%
S&P 500 Total Return Index,7/27/05,0.4702,1.004702,388.8406%
S&P 500 Total Return Index,7/28/05,0.5888,1.005888,391.7189%
S&P 500 Total Return Index,7/29/05,-0.7649,0.992351,387.9577%
S&P 500 Total Return Index,8/1/05,0.0951,1.000951,388.4218%
S&P 500 Total Return Index,8/2/05,0.7096,1.007096,391.8876%
S&P 500 Total Return Index,8/3/05,0.0954,1.000954,392.3569%
S&P 500 Total Return Index,8/4/05,-0.7366,0.992634,388.7302%
S&P 500 Total Return Index,8/5/05,-0.7609,0.992391,385.0114%
S&P 500 Total Return Index,8/8/05,-0.2619,0.997381,383.7412%
S&P 500 Total Return Index,8/9/05,0.6751,1.006751,387.0069%
S&P 500 Total Return Index,8/10/05,-0.1407,0.998593,386.3217%
S&P 500 Total Return Index,8/11/05,0.7192,1.007192,389.8193%
S&P 500 Total Return Index,8/12/05,-0.5984,0.994016,386.8883%
S&P 500 Total Return Index,8/15/05,0.2961,1.002961,388.3299%
S&P 500 Total Return Index,8/16/05,-1.1761,0.988239,382.5867%
S&P 500 Total Return Index,8/17/05,0.0999,1.000999,383.0688%
S&P 500 Total Return Index,8/18/05,-0.0944,0.999056,382.6128%
S&P 500 Total Return Index,8/19/05,0.0655,1.000655,382.9289%
S&P 500 Total Return Index,8/22/05,0.1654,1.001654,383.7276%
S&P 500 Total Return Index,8/23/05,-0.3384,0.996616,382.0907%
S&P 500 Total Return Index,8/24/05,-0.65,0.9935,378.9571%
S&P 500 Total Return Index,8/25/05,0.2333,1.002333,380.0745%
S&P 500 Total Return Index,8/26/05,-0.6006,0.993994,377.1912%
S&P 500 Total Return Index,8/29/05,0.6098,1.006098,380.1011%
S&P 500 Total Return Index,8/30/05,-0.3069,0.996931,378.6277%
S&P 500 Total Return Index,8/31/05,1.0193,1.010193,383.5063%
S&P 500 Total Return Index,9/1/05,0.103,1.00103,384.0043%
S&P 500 Total Return Index,9/2/05,-0.2892,0.997108,382.6046%
S&P 500 Total Return Index,9/6/05,1.2654,1.012654,388.7115%
S&P 500 Total Return Index,9/7/05,0.2572,1.002572,389.9685%
S&P 500 Total Return Index,9/8/05,-0.3765,0.996235,388.1237%
S&P 500 Total Return Index,9/9/05,0.7959,1.007959,392.0087%
S&P 500 Total Return Index,9/12/05,-0.0691,0.999309,391.6687%
S&P 500 Total Return Index,9/13/05,-0.728,0.99272,388.0894%
S&P 500 Total Return Index,9/14/05,-0.3256,0.996744,386.5002%
S&P 500 Total Return Index,9/15/05,0.0498,1.000498,386.7424%
S&P 500 Total Return Index,9/16/05,0.8312,1.008312,390.7882%
S&P 500 Total Return Index,9/19/05,-0.5569,0.994431,388.0550%
S&P 500 Total Return Index,9/20/05,-0.7852,0.992148,384.2228%
S&P 500 Total Return Index,9/21/05,-0.9095,0.990905,379.8188%
S&P 500 Total Return Index,9/22/05,0.3873,1.003873,381.6772%
S&P 500 Total Return Index,9/23/05,0.0547,1.000547,381.9406%
S&P 500 Total Return Index,9/26/05,0.0279,1.000279,382.0751%
S&P 500 Total Return Index,9/27/05,0.0044,1.000044,382.0963%
S&P 500 Total Return Index,9/28/05,0.1197,1.001197,382.6734%
S&P 500 Total Return Index,9/29/05,0.8901,1.008901,386.9697%
S&P 500 Total Return Index,9/30/05,0.0926,1.000926,387.4206%
S&P 500 Total Return Index,10/3/05,-0.1709,0.998291,386.5876%
S&P 500 Total Return Index,10/4/05,-0.9864,0.990136,381.7879%
S&P 500 Total Return Index,10/5/05,-1.453,0.98547,374.7875%
S&P 500 Total Return Index,10/6/05,-0.4086,0.995914,372.8475%
S&P 500 Total Return Index,10/7/05,0.3718,1.003718,374.6056%
S&P 500 Total Return Index,10/10/05,-0.7169,0.992831,371.2031%
S&P 500 Total Return Index,10/11/05,-0.2002,0.997998,370.2598%
S&P 500 Total Return Index,10/12/05,-0.5952,0.994048,367.4608%
S&P 500 Total Return Index,10/13/05,-0.0699,0.999301,367.1340%
S&P 500 Total Return Index,10/14/05,0.8266,1.008266,370.9954%
S&P 500 Total Return Index,10/17/05,0.2977,1.002977,372.3975%
S&P 500 Total Return Index,10/18/05,-1.0048,0.989952,367.6509%
S&P 500 Total Return Index,10/19/05,1.5042,1.015042,374.6853%
S&P 500 Total Return Index,10/20/05,-1.4986,0.985014,367.5716%
S&P 500 Total Return Index,10/21/05,0.1528,1.001528,368.2861%
S&P 500 Total Return Index,10/24/05,1.6806,1.016806,376.1561%
S&P 500 Total Return Index,10/25/05,-0.2375,0.997625,375.0252%
S&P 500 Total Return Index,10/26/05,-0.4295,0.995705,372.9850%
S&P 500 Total Return Index,10/27/05,-1.0337,0.989663,368.0958%
S&P 500 Total Return Index,10/28/05,1.6638,1.016638,375.8839%
S&P 500 Total Return Index,10/31/05,0.7167,1.007167,379.2946%
S&P 500 Total Return Index,11/1/05,-0.3514,0.996486,377.6103%
S&P 500 Total Return Index,11/2/05,1.011,1.01011,382.4390%
S&P 500 Total Return Index,11/3/05,0.4605,1.004605,384.6606%
S&P 500 Total Return Index,11/4/05,0.0163,1.000163,384.7396%
S&P 500 Total Return Index,11/7/05,0.2235,1.002235,385.8230%
S&P 500 Total Return Index,11/8/05,-0.2968,0.997032,384.3811%
S&P 500 Total Return Index,11/9/05,0.1741,1.001741,385.2244%
S&P 500 Total Return Index,11/10/05,0.8637,1.008637,389.4153%
S&P 500 Total Return Index,11/11/05,0.3048,1.003048,390.9070%
S&P 500 Total Return Index,11/14/05,-0.0703,0.999297,390.5619%
S&P 500 Total Return Index,11/15/05,-0.3745,0.996255,388.7248%
S&P 500 Total Return Index,11/16/05,0.199,1.00199,389.6973%
S&P 500 Total Return Index,11/17/05,0.943,1.00943,394.3152%
S&P 500 Total Return Index,11/18/05,0.4532,1.004532,396.5554%
S&P 500 Total Return Index,11/21/05,0.5276,1.005276,399.1752%
S&P 500 Total Return Index,11/22/05,0.5137,1.005137,401.7395%
S&P 500 Total Return Index,11/23/05,0.3535,1.003535,403.5131%
S&P 500 Total Return Index,11/25/05,0.2104,1.002104,404.5725%
S&P 500 Total Return Index,11/28/05,-0.8379,0.991621,400.3447%
S&P 500 Total Return Index,11/29/05,0.0195,1.000195,400.4423%
S&P 500 Total Return Index,11/30/05,-0.6036,0.993964,397.4216%
S&P 500 Total Return Index,12/1/05,1.216,1.01216,403.4703%
S&P 500 Total Return Index,12/2/05,0.033,1.00033,403.6364%
S&P 500 Total Return Index,12/5/05,-0.2324,0.997676,402.4660%
S&P 500 Total Return Index,12/6/05,0.1296,1.001296,403.1172%
S&P 500 Total Return Index,12/7/05,-0.482,0.99518,400.6921%
S&P 500 Total Return Index,12/8/05,-0.1116,0.998884,400.1334%
S&P 500 Total Return Index,12/9/05,0.2819,1.002819,401.5432%
S&P 500 Total Return Index,12/12/05,0.0878,1.000878,401.9836%
S&P 500 Total Return Index,12/13/05,0.5623,1.005623,404.8062%
S&P 500 Total Return Index,12/14/05,0.425,1.00425,406.9517%
S&P 500 Total Return Index,12/15/05,-0.1347,0.998653,406.2688%
S&P 500 Total Return Index,12/16/05,-0.2837,0.997163,404.8325%
S&P 500 Total Return Index,12/19/05,-0.5842,0.994158,401.8833%
S&P 500 Total Return Index,12/20/05,-0.021,0.99979,401.7779%
S&P 500 Total Return Index,12/21/05,0.2542,1.002542,403.0534%
S&P 500 Total Return Index,12/22/05,0.4459,1.004459,405.2965%
S&P 500 Total Return Index,12/23/05,0.0569,1.000569,405.5840%
S&P 500 Total Return Index,12/27/05,-0.955,0.99045,400.7557%
S&P 500 Total Return Index,12/28/05,0.1479,1.001479,401.4963%
S&P 500 Total Return Index,12/29/05,-0.2912,0.997088,400.0360%
S&P 500 Total Return Index,12/30/05,-0.4881,0.995119,397.5953%
S&P 500 Total Return Index,1/3/06,1.6431,1.016431,405.7713%
S&P 500 Total Return Index,1/4/06,0.3872,1.003872,407.7296%
S&P 500 Total Return Index,1/5/06,0.0026,1.000026,407.7428%
S&P 500 Total Return Index,1/6/06,0.9645,1.009645,412.6400%
S&P 500 Total Return Index,1/9/06,0.3655,1.003655,414.5137%
S&P 500 Total Return Index,1/10/06,-0.0307,0.999693,414.3558%
S&P 500 Total Return Index,1/11/06,0.3602,1.003602,416.2085%
S&P 500 Total Return Index,1/12/06,-0.627,0.99373,412.9718%
S&P 500 Total Return Index,1/13/06,0.1213,1.001213,413.5941%
S&P 500 Total Return Index,1/17/06,-0.3628,0.996372,411.7308%
S&P 500 Total Return Index,1/18/06,-0.3791,0.996209,409.7908%
S&P 500 Total Return Index,1/19/06,0.5568,1.005568,412.6293%
S&P 500 Total Return Index,1/20/06,-1.8319,0.981681,403.2384%
S&P 500 Total Return Index,1/23/06,0.1865,1.001865,404.1770%
S&P 500 Total Return Index,1/24/06,0.242,1.00242,405.3971%
S&P 500 Total Return Index,1/25/06,-0.17,0.9983,404.5379%
S&P 500 Total Return Index,1/26/06,0.7256,1.007256,408.1988%
S&P 500 Total Return Index,1/27/06,0.7868,1.007868,412.1974%
S&P 500 Total Return Index,1/30/06,0.1194,1.001194,412.8089%
S&P 500 Total Return Index,1/31/06,-0.3973,0.996027,410.7715%
S&P 500 Total Return Index,2/1/06,0.1971,1.001971,411.7783%
S&P 500 Total Return Index,2/2/06,-0.8796,0.991204,407.2767%
S&P 500 Total Return Index,2/3/06,-0.5284,0.994716,404.5962%
S&P 500 Total Return Index,2/6/06,0.0804,1.000804,405.0019%
S&P 500 Total Return Index,2/7/06,-0.8069,0.991931,400.9270%
S&P 500 Total Return Index,2/8/06,0.9081,1.009081,405.4760%
S&P 500 Total Return Index,2/9/06,-0.1429,0.998571,404.7536%
S&P 500 Total Return Index,2/10/06,0.2559,1.002559,406.0453%
S&P 500 Total Return Index,2/13/06,-0.3115,0.996885,404.4690%
S&P 500 Total Return Index,2/14/06,1.0157,1.010157,409.5929%
S&P 500 Total Return Index,2/15/06,0.3739,1.003739,411.4982%
S&P 500 Total Return Index,2/16/06,0.7405,1.007405,415.2859%
S&P 500 Total Return Index,2/17/06,-0.1652,0.998348,414.4346%
S&P 500 Total Return Index,2/21/06,-0.3269,0.996731,412.7529%
S&P 500 Total Return Index,2/22/06,0.7613,1.007613,416.6565%
S&P 500 Total Return Index,2/23/06,-0.3515,0.996485,414.8405%
S&P 500 Total Return Index,2/24/06,0.1418,1.001418,415.5705%
S&P 500 Total Return Index,2/27/06,0.3803,1.003803,417.5312%
S&P 500 Total Return Index,2/28/06,-1.0384,0.989616,412.1572%
S&P 500 Total Return Index,3/1/06,0.8532,1.008532,416.5269%
S&P 500 Total Return Index,3/2/06,-0.1618,0.998382,415.6912%
S&P 500 Total Return Index,3/3/06,-0.1462,0.998538,414.9372%
S&P 500 Total Return Index,3/6/06,-0.693,0.99307,411.3687%
S&P 500 Total Return Index,3/7/06,-0.1814,0.998186,410.4411%
S&P 500 Total Return Index,3/8/06,0.2318,1.002318,411.6243%
S&P 500 Total Return Index,3/9/06,-0.4863,0.995137,409.1363%
S&P 500 Total Return Index,3/10/06,0.7351,1.007351,412.8789%
S&P 500 Total Return Index,3/13/06,0.2292,1.002292,414.0544%
S&P 500 Total Return Index,3/14/06,1.0393,1.010393,419.3970%
S&P 500 Total Return Index,3/15/06,0.4339,1.004339,421.6507%
S&P 500 Total Return Index,3/16/06,0.1794,1.001794,422.5865%
S&P 500 Total Return Index,3/17/06,0.1478,1.001478,423.3589%
S&P 500 Total Return Index,3/20/06,-0.1657,0.998343,422.4917%
S&P 500 Total Return Index,3/21/06,-0.6003,0.993997,419.3552%
S&P 500 Total Return Index,3/22/06,0.6039,1.006039,422.4916%
